title,id,genre,caption,description,permalink_url,download_count,last_modified,artwork_url,created_at,track_format,kind
Amortization,327338621,Learning,,,https://soundcloud.com/prepagent/amortization,0.0,2017-08-11T20:46:42Z,,2017-06-09T20:36:58Z,single-track,track
Appurtenance,327338619,Learning,,,https://soundcloud.com/prepagent/appurtenance,0.0,2021-04-29T19:32:45Z,,2017-06-09T20:36:57Z,single-track,track
Attorney In Fact,327338618,Learning,,,https://soundcloud.com/prepagent/attorney-in-fact,0.0,2017-08-11T20:46:42Z,,2017-06-09T20:36:57Z,single-track,track
Bilateral VS Unilateral Contracts,327338617,Learning,,,https://soundcloud.com/prepagent/bilateral-vs-unilateral,0.0,2017-08-11T20:46:42Z,,2017-06-09T20:36:57Z,single-track,track
Bundle of Rights,327338616,Learning,,,https://soundcloud.com/prepagent/bundle-of-rights,0.0,2017-08-11T20:46:42Z,,2017-06-09T20:36:56Z,single-track,track
Contract Basics,327338615,Learning,,,https://soundcloud.com/prepagent/contract-basics,0.0,2017-08-11T20:46:42Z,,2017-06-09T20:36:56Z,single-track,track
Cost Approach,327338614,Learning,,,https://soundcloud.com/prepagent/cost-approach,0.0,2017-08-11T20:46:42Z,,2017-06-09T20:36:56Z,single-track,track
Dual Agency,327338613,Learning,,,https://soundcloud.com/prepagent/dual-agent,0.0,2021-03-23T23:58:56Z,,2017-06-09T20:36:55Z,single-track,track
Earnest Money Deposit,327338612,Learning,,,https://soundcloud.com/prepagent/earnest-money-deposit,0.0,2017-08-11T20:46:42Z,,2017-06-09T20:36:55Z,single-track,track
Easement By Perscription,327338611,Learning,,,https://soundcloud.com/prepagent/easement-by-perscription,0.0,2021-01-19T20:12:39Z,,2017-06-09T20:36:55Z,single-track,track
Easement In Gross,327338610,Learning,,,https://soundcloud.com/prepagent/easement-in-gross,0.0,2017-08-11T20:46:43Z,,2017-06-09T20:36:55Z,single-track,track
"Alex Horne LIVE: Andy Zaltzman, Brett Goldstein and Ian Smith",158268534,,,"Live from the Soho Theatre Alex Horne Breaks the News has taken his podcast to the people. In front of a live audience, Andy Zaltzman, Brett Goldstein and Ian Smith join Alex in taking the news to the proverbial cleaners and back. Jul 11, 2014",https://soundcloud.com/alexhorne/alex-horne-live-andy-zaltzman,415.0,2019-07-25T12:31:24Z,https://i1.sndcdn.com/artworks-000084894319-2y7u9n-large.jpg,2014-07-11T15:39:43Z,single-track,track
Alex Horne's top 13 songs of all time,156996953,,,"Jiggle and bop to some of the greatest songs of all time. Yes Alex has finally given in to the weighty pressure and put together an album, yes album, of producer Joel's favourite songs. Jul 02, 2014",https://soundcloud.com/alexhorne/alex-hornes-top-13-songs-of,2039.0,2014-07-02T15:57:42Z,https://i1.sndcdn.com/artworks-000084050241-xj3mh5-large.jpg,2014-07-02T15:54:49Z,single-track,track
"Alex Horne, Romesh Ranganathan, John Robins and handsome scorer Cat",156262960,,,"After an interminable seven day hiatus we welcome back the weekly news podcast with former, present – and hopefully future - host Alex Horne and guest comedians Romesh Ranganathan and John Robins. Jun 27, 2014",https://soundcloud.com/alexhorne/alex-horne-romesh-ranganathan,203.0,2018-08-02T23:50:19Z,https://i1.sndcdn.com/artworks-000083568236-8savrn-large.jpg,2014-06-27T11:39:35Z,single-track,track
"Alex Horne, Andrew Maxwell, Matt Richardson and AN OLYMPIC GOLD MEDALIST",155243964,,,"OLYMPIC GOLD MEDALIST and Alex Horne Breaks the News super fan LIZZY YARNOLD joins comedians Andrew Maxwell and Matt Richardson in the news cupboard this week. When everything else is a world cup special, we've gone against the grain. Jun 20, 2014",https://soundcloud.com/alexhorne/alex-horne-andrew-maxwell-matt,527.0,2014-06-20T15:45:12Z,https://i1.sndcdn.com/artworks-000082924506-0nitpt-large.jpg,2014-06-20T15:41:51Z,single-track,track
"Alex Horne, Ed Gamble, Pat Cahill, No Andrew Maxwell and scorer Jim",154197206,,,"Sometimes in life you get more than you bargained for and sometimes you get less. This time we've got both. Revelations galore. Jun 13, 2014",https://soundcloud.com/alexhorne/alex-horne-ed-gamble-pat,320.0,2014-06-13T14:27:59Z,https://i1.sndcdn.com/artworks-000082270976-pzq24m-large.jpg,2014-06-13T14:25:25Z,single-track,track
Killer Queen (Remastered 2011),252514617,Rock,,,https://soundcloud.com/queen-69312/killer-queen-remastered-2011,0.0,2021-11-03T16:21:58Z,https://i1.sndcdn.com/artworks-cZUS9nKPfay7-0-large.jpg,2016-03-18T05:13:20Z,single-track,track
Tenement Funster (Remastered 2011),252514777,Rock,,,https://soundcloud.com/queen-69312/tenement-funster-remastered,0.0,2021-09-07T16:34:43Z,https://i1.sndcdn.com/artworks-pO441fBwykSx-0-large.jpg,2016-03-18T05:14:35Z,single-track,track
Flick Of The Wrist (Remastered 2011),252515124,Rock,,,https://soundcloud.com/queen-69312/flick-of-the-wrist-remastered,0.0,2021-09-07T16:40:47Z,https://i1.sndcdn.com/artworks-jyDTxyVHpMzU-0-large.jpg,2016-03-18T05:17:00Z,single-track,track
Lily Of The Valley (Remastered 2011),252514905,Rock,,,https://soundcloud.com/queen-69312/lily-of-the-valley-remastered,0.0,2021-09-07T16:38:22Z,https://i1.sndcdn.com/artworks-ScA2aYmSE0QT-0-large.jpg,2016-03-18T05:15:31Z,single-track,track
In The Lap Of The Gods (Remastered 2011),252515384,Rock,,,https://soundcloud.com/queen-69312/in-the-lap-of-the-gods-6,0.0,2021-09-07T16:38:55Z,https://i1.sndcdn.com/artworks-8hO3EaItEk9B-0-large.jpg,2016-03-18T05:18:56Z,single-track,track
Now I'm Here (Remastered 2011),252515155,Rock,,,https://soundcloud.com/queen-69312/now-im-here-remastered-2011,0.0,2021-10-26T11:31:16Z,https://i1.sndcdn.com/artworks-3aUA4uAWzDwQ-0-large.jpg,2016-03-18T05:17:14Z,single-track,track
Dear Friends (Remastered 2011),252515435,Rock,,,https://soundcloud.com/queen-69312/dear-friends-remastered-2011,0.0,2021-11-02T19:19:44Z,https://i1.sndcdn.com/artworks-PkbYIEfhHXIx-0-large.jpg,2016-03-18T05:19:20Z,single-track,track
Stone Cold Crazy (Remastered 2011),252515388,Rock,,,https://soundcloud.com/queen-69312/stone-cold-crazy-remastered,0.0,2021-09-07T16:35:52Z,https://i1.sndcdn.com/artworks-XRFFFcZukGxs-0-large.jpg,2016-03-18T05:18:57Z,single-track,track
Bring Back That Leroy Brown (Remastered 2011),252515175,Rock,,,https://soundcloud.com/queen-69312/bring-back-that-leroy-brown-2,0.0,2021-09-07T16:38:32Z,https://i1.sndcdn.com/artworks-dpsdZgbh79sp-0-large.jpg,2016-03-18T05:17:20Z,single-track,track
Misfire (Remastered 2011),252514679,Rock,,,https://soundcloud.com/queen-69312/misfire-remastered-2011,0.0,2021-09-07T16:37:42Z,https://i1.sndcdn.com/artworks-t8FlGMxDr1h9-0-large.jpg,2016-03-18T05:13:47Z,single-track,track
She Makes Me (Stormtrooper In Stilettos) (Remastered 2011),252514693,Rock,,,https://soundcloud.com/queen-69312/she-makes-me-stormtrooper-in,0.0,2021-09-07T16:35:04Z,https://i1.sndcdn.com/artworks-Dt7V7unnjpHe-0-large.jpg,2016-03-18T05:13:53Z,single-track,track
Keep Yourself Alive (2011 Mix),252515379,Rock,,,https://soundcloud.com/queen-69312/keep-yourself-alive-remastered,0.0,2021-10-04T08:44:47Z,https://i1.sndcdn.com/artworks-i0KZ8cQntZnG-0-large.jpg,2016-03-18T05:18:54Z,single-track,track
Doing Alright (Remastered 2011),252514739,Rock,,,https://soundcloud.com/queen-69312/doing-alright-remastered-2011,0.0,2021-09-07T16:34:54Z,https://i1.sndcdn.com/artworks-eeRRvLekvBbd-0-large.jpg,2016-03-18T05:14:18Z,single-track,track
In The Lap Of The Gods... Revisited (Remastered 2011),252515232,Rock,,,https://soundcloud.com/queen-69312/in-the-lap-of-the-gods-5,0.0,2021-11-02T19:26:18Z,https://i1.sndcdn.com/artworks-PxcUnDkZ4Riw-0-large.jpg,2016-03-18T05:17:50Z,single-track,track
Great King Rat (Remastered 2011),252514955,Rock,,,https://soundcloud.com/queen-69312/great-king-rat-remastered-2011,0.0,2021-09-07T16:38:14Z,https://i1.sndcdn.com/artworks-UU8sXeySQE1B-0-large.jpg,2016-03-18T05:15:53Z,single-track,track
Hamatora OP Opening Full - FLAT (adding Yuuki Ozaki) [Download in Description],138015677,Anime Music,,"Hamatora OP Opening Full - FLAT (adding Yuuki Ozaki)
D0wnload Mp3 : http://goo.gl/eVXCic
Like Our Facebook Page : http://www.facebook.com/AnimeTuned",https://soundcloud.com/animesnowwinter14a/hamatora-op-opening-full-flat,0.0,2021-09-18T11:49:06Z,https://i1.sndcdn.com/artworks-000072643565-5hrvlx-large.jpg,2014-03-05T09:53:56Z,single-track,track
Re- Hamatora OP (FULL) - Sen No Tsubasa,205898859,Re-Hamatora,,,https://soundcloud.com/touma11/re-hamatora-op-full-sen-no-tsubasa,0.0,2021-08-30T20:56:09Z,https://i1.sndcdn.com/artworks-000117100565-shpxg9-large.jpg,2015-05-17T15:49:03Z,single-track,track
Fairy Tail Ending 11,50155882,Anime Music,,"The music is    ""Glitter (Starving Trancer Remix)""          feat. by Another Infinity",https://soundcloud.com/azuzard/fairy-tail-ending-11,0.0,2021-01-05T06:10:40Z,https://i1.sndcdn.com/artworks-000096671267-1bjs9d-large.jpg,2012-06-19T06:41:19Z,single-track,track
Lonely Person - Shana,71507708,,,,https://soundcloud.com/cecilicio/lonely-person-shana,0.0,2012-12-17T01:18:43Z,,2012-12-17T00:03:21Z,single-track,track
Porno Graffitti - Matataku Hoshi no Shita de [Opening Magi The Labyrinth of Magic Full],87616938,Pop,,http://acs-zone.blogspot.com/,https://soundcloud.com/ais-chese/porno-graffitti-matataku-hoshi,100.0,2020-03-30T20:02:41Z,https://i1.sndcdn.com/artworks-000183608067-u6wqxk-large.jpg,2013-04-12T21:58:15Z,single-track,track
One life crew - Merry go round,88673633,,,,https://soundcloud.com/weiszmusic/fairy-tail-ed,0.0,2021-04-16T04:57:19Z,,2013-04-20T05:32:53Z,single-track,track
"Beelzebub (End3) - Nanairo Namida "" なないろ☆ナミダ """,107078975,,,"3rd Ending from Beelzebub
Source Image | https://pixiv.net/i/35231708",https://soundcloud.com/grennkren/3-nanairo-namida,0.0,2020-04-06T04:32:07Z,https://i1.sndcdn.com/artworks-000171928075-00mfco-large.jpg,2013-08-24T23:19:45Z,single-track,track
Ayane-Arrival of Tears,64497714,,,,https://soundcloud.com/leehk/ayane-arrival-of-tears,0.0,2020-07-16T03:10:43Z,,2012-10-23T15:34:05Z,single-track,track
solitude,227042825,<3,,,https://soundcloud.com/nymano/solitude,0.0,2021-10-09T03:30:04Z,https://i1.sndcdn.com/artworks-000131749232-kuxqvn-large.jpg,2015-10-05T18:44:52Z,single-track,track
quand la pluie tombe (also uploaded for The Visionary Collective tape),182404492,beat,,,https://soundcloud.com/nymano/quand-la-pluie-tombe,0.0,2021-10-23T10:52:16Z,https://i1.sndcdn.com/artworks-000100835119-6b7ubw-large.jpg,2014-12-20T16:31:04Z,single-track,track
"women (an extended version is available in ""short stories"" album)",173540224,<3,,,https://soundcloud.com/nymano/women,754.0,2021-10-24T11:37:49Z,https://i1.sndcdn.com/artworks-000094910576-b43uay-large.jpg,2014-10-23T20:54:23Z,single-track,track
summer's day. [v2],167505592,Hip-Hop,,"old beat, up on bandcamp. 

o.g. - https://goo.gl/Ad4XbG

spotify: https://spoti.fi/3bf01Lb

apple: https://apple.co/3bk3RT5

amazon: https://amzn.to/37su1C9",https://soundcloud.com/jinsangbeats/summers-day-version-2,100.0,2021-10-28T03:03:51Z,https://i1.sndcdn.com/artworks-000090875546-igglgs-large.jpg,2014-09-13T05:21:21Z,single-track,track
119,253696433,R&B & Soul,,"https://tjck.bandcamp.com/track/119 DOWNLOAD HERE!

follow me on twitter: tjckbeats",https://soundcloud.com/tjck/119a,0.0,2021-03-23T05:37:48Z,https://i1.sndcdn.com/artworks-000192524644-cqiqhc-large.jpg,2016-03-20T23:22:03Z,single-track,track
"Youth [Now on Spotify, Apple Music, etc.]",264668692,Piano,,"Now on Spotify: https://open.spotify.com/track/2NkutwtWGMS9fFq6PvVmKE?si=dfc624bcff6b4044

One of my first beats <3

Follow me on Social Media: 
https://www.instagram.com/kendallmilesmusic/
https://twitter.com/KendallMiles__

I have gotten your requests <3. Coming to other platforms soon",https://soundcloud.com/kendallmilesmusic/youth,1001.0,2021-07-01T06:13:08Z,https://i1.sndcdn.com/artworks-000163348391-vj7adr-large.jpg,2016-05-18T03:26:25Z,single-track,track
Warm,201247503,warmth ,,,https://soundcloud.com/joeypecoraro/warm,0.0,2021-10-23T06:36:28Z,https://i1.sndcdn.com/artworks-000113748616-uncngu-large.jpg,2015-04-17T14:06:58Z,single-track,track
autumn in the city,275388600,Hip-hop & Rap,,"thank you to everyone who supports me. here is a tune inspired by an autumn walk, i hope you enjoy

free download - https://seph-beats.bandcamp.com/track/autumn-in-the-city",https://soundcloud.com/sephbeats/autumn-in-the-city,100.0,2021-09-13T14:25:52Z,https://i1.sndcdn.com/artworks-000173324109-qadorn-large.jpg,2016-07-26T04:46:55Z,single-track,track
breathe,277847358,,,,https://soundcloud.com/snowgarden/breathe-1,0.0,2021-10-25T01:12:51Z,https://i1.sndcdn.com/artworks-000175969159-v9szj7-large.jpg,2016-08-11T18:40:51Z,single-track,track
aqua typa,251579456,,,,https://soundcloud.com/unerose/aqua-typa,0.0,2021-09-25T19:07:37Z,https://i1.sndcdn.com/artworks-000205743883-bborac-large.jpg,2016-03-12T23:56:56Z,single-track,track
Nymano - Sorry,286972218,,,"LIMITED EDITION VINYL: https://goo.gl/0krFvC
Listen on Spotify: https://goo.gl/8xDCSG
Bandcamp Free DL: https://goo.gl/NRvbA0
Apple Music: https://goo.gl/7suiUs

Chillhop's Fall Essentials compilation is nearly 20 tracks deep with warm & relaxing sonic goodness, featuring a mix of knockout tracks from our resident beat smiths and powerful debuts from a handful of new faces. It's best enjoyed with sips of hot coffee, watching as amber leaves float effortlessly to the ground. Sit back and enjoy another hour of Chillhop goodness!

Artist Links: 
A D M B » soundcloud.com/admbmusic 
AJMW » soundcloud.com/ajmwsounds 
Aso » soundcloud.com/aricogle 
Bonus Points » soundcloud.com/bonuspoints 
Birocratic » soundcloud.com/birocratic 
Brock Berrigan » soundcloud.com/brockberrigan 
deeB » soundcloud.com/deeb 
Floppy Circus » soundcloud.com/floppycircus 
GlobulDub » soundcloud.com/globuldub 
Guggenz » soundcloud.com/guggenz 
Handbook » soundcloud.com/handbook 
Khüdósoul » soundcloud.com/khudosoul 
L'Indécis » soundcloud.com/lindecis 
Mecca:83 » soundcloud.com/solar-sound-system 
Philanthrope » soundcloud.com/philanthrope1 
Tantu » soundcloud.com/tantubeats 
The Cancel » soundcloud.com/thecancel",https://soundcloud.com/chillhopdotcom/nymano-sorry,0.0,2021-09-08T12:29:20Z,https://i1.sndcdn.com/artworks-000187528991-5o8t6u-large.jpg,2016-10-10T12:13:31Z,single-track,track
Cat Paw - Hoodie And Headphones,767287099,Lofi Hip Hop,,"🌺 Listen to PUEBLO VISTA // ⟪ π ṽ ş ⟫
▶ https://pueblovista.lnk.to/goodVIBES

🙌 Check out cat paw
https://soundcloud.com/iamcatpaw

🙌 Follow PUEBLO VISTA // ⟪ π ṽ ş ⟫
▶ https://pueblo-vista.com
▶ https://instagram.com/pueblo_vista
▶ https://twitter.com/pueblo_vista
▶ https://facebook.com/pueblovistax
▶ https://youtube.com/pueblovista

The sound of Pueblo Vista is an amalgamation of carefully curated, eloquent and soothing beats. Perfect for background music, study, relaxation, chill, sleep or that cozy morning coffee. The style is chill out music to lo-fi hip hop, chillhop, jazzhop, and sometimes ambient and electronica ツ . The goal of our creative label & collective in order to cultivate and nourish it’s community while putting out purposeful music. Our goal is to be a solid foundation to up-coming artists as well introduce established ones to new audiences.

Release submissions ▶ https://sound.pueblovista.net/PVSMSF
Playlist submissions ▶ https://sound.pueblovista.net/PVPL",https://soundcloud.com/pueblo-vista/cat-paw-hoodie-and-headphones,0.0,2021-09-23T06:31:44Z,https://i1.sndcdn.com/artworks-rXR8yMc8dTbcQpNH-zWn0fA-large.jpg,2020-02-27T09:08:14Z,single-track,track
white widow,223147448,stoned,,some chill stuff. i'm taking a break  [lol],https://soundcloud.com/bsdu/white-widow,0.0,2021-08-07T09:31:06Z,,2015-09-09T23:59:19Z,single-track,track
無題 (instrumental short ver.),267394004,Hip-hop & Rap,,Listen to this track on Spotify: https://open.spotify.com/album/70VpI1QsDzXMewxAjoNsQV,https://soundcloud.com/bscsaito/mudai,1.0,2021-05-06T15:37:57Z,https://i1.sndcdn.com/artworks-000165805750-39uyo3-large.jpg,2016-06-03T22:27:39Z,single-track,track
bopp,252090959,bump,,,https://soundcloud.com/e66s/bopp,78.0,2021-08-27T20:07:36Z,https://i1.sndcdn.com/artworks-000151081513-yrmxtu-large.jpg,2016-03-16T01:27:29Z,single-track,track
Ya A'alem | أصالة - يا عالم,338894518,,,"يا عالم هشوفه ولو صدفة يوم.. لابيجيلي نوم ..
ولا بنساه.. وفرصة رجوعنا بتنقص اكيد ..
وهو بعيد .. وفين القاه ؟! 
وفكرة هكمّل وانا مش معاه ..
مابتجيش ف بالي كإن الحياه ..
خلاص واقفه عنده ورافضاني أعيش وبفضل مكاني بستناه ! 
أنا كل مادا بلاقي اللي فات .. مصمم مايقلبش ليه ذكريات 
وبتأكد اني ف غيابه ماليش نصيب تاني أرجع احس بحياه ! 
ماسابش لسؤالي عليه ليه مجال؟!
وبالحرف قال .. مافكّرش فيه.. كإن اللي بينا حكاية يومين ..
ماهياش سنين، وضاعت عليه وفكرة هكمّل وانا مش معاه ..
مابتجيش ف بالي كإن الحياه .. خلاص واقفه عنده ورافضاني أعيش وبفضل مكاني بستناه ! أنا كل مادا بلاقي اللي فات ..
مصمم مايقلبش ليه ذكريات .. وبتأكد اني ف غيابه ماليش نصيب تاني أرجع احس بحياه !

* كلمات 
أحمد معتز
* ألحان 
أحمد عز
* توزيع 
ياسر الماجد
* تسجيل و مكس
هاني محروس
* إستوديو
M.SOUND
* جيتار
شريف فهمي
* Bass Guitar
أحمد رجب 
* تشيلو
يحيي مهدي
* قانون
محمود عامر
* ناي
أحمد خيري


Produced By : @Stargatemusiceg
Executive Producer : Anas Nasri

International Designer : NICOLAS JEBRAN
Photographer : KAREEM NOUR
Stylist : Maya Hadad
Make Up : Hanan Alnajadah
Hair Dresser : Steve

Digital master : Hana Road Studios
Distribution outside Egypt : Rotana
Distribution in Egypt : Audio Egypt
Content Coordinator : Gimo
Social Media Management and Artwork by Brand Stamp

Follow Us At:
www.facebook.com/AssalaOfficial
www.twitter.com/AssalaOfficial
www.youtube.com/AssalaOfficial
www.Instagram.com/Assala_Official
@AssalaOfficial",https://soundcloud.com/assalaofficial/yaaalem,0.0,2021-10-30T12:18:38Z,https://i1.sndcdn.com/artworks-000239422855-ugp22q-large.jpg,2017-08-21T22:39:30Z,single-track,track
As she passes,191576787,Piano,,"I took some time away to write a short collection of piano and string pieces named 'Of Sleep and Time'. This is the opening piece.

Of Sleep and Time is available for free download at https://levipatel.bandcamp.com/

I have recently released an alternate version 'As she passes (nocturne)', included on my album A Shifting Lightness https://levipatel.bandcamp.com/album/a-shifting-lightness",https://soundcloud.com/levipatel/as-she-passes,0.0,2021-09-19T16:33:04Z,https://i1.sndcdn.com/artworks-000107020657-dc9aj5-large.jpg,2015-02-17T12:24:09Z,single-track,track
Was am Ende,237941720,Classical Crossover,,"Für Lena † 2011
___

her short life ended so suddenly and unexpected with only 20. beside the huge pain i experienced through her decision to leave, i think i can now say after years of thoughts and reflection, that it was also the event i learned the most of.

this day changed literally everything. it was the hardest reminder that we only have very limited time together, so early in life. it effected all my decisions, every breath is a deeper one since this day. i see with a clear mind and open heart now. it gave me more passion, the ability for self care, it strengthened my empathy & understanding and created a even stronger will to leave the world better than i found it.

i’m sharing this because i don’t want her to become forgotten and meaningless. so, this is what i learned. maybe you get something good from it, too.

be good to yourself. be good to people, even the ones you think that don’t deserve it. be kind to every other sentient being. everyone has her or his own invisible struggles, be aware of it and respect it. keep the people that don’t make you grow and keep you small out of your life. trust yourself, but be ready to question yourself, too. fight. try to find beauty in the saddest and darkest moments. don’t be surprised of change, because it will happen. don’t live a life of bad compromises, go for the whole. don’t fear insecurity. be more brave than you actually are.

_____",https://soundcloud.com/alice_baldwin/was-am-ende,0.0,2021-07-26T20:14:50Z,https://i1.sndcdn.com/artworks-fJzCiYUdpj5i-0-large.jpg,2015-12-17T07:26:37Z,single-track,track
January,199486709,Piano,,"Watch the video here:

https://www.youtube.com/watch?v=JvcY85y8t98",https://soundcloud.com/simeonwalkermusic/january,0.0,2021-10-31T13:45:23Z,https://i1.sndcdn.com/artworks-000112483597-1vbh4s-large.jpg,2015-04-06T11:37:10Z,single-track,track
To Speak Of Solitude,59702269,Ambient,,"Full stream and free download of the opening track from the album 'Charcoal' by Brambles. The extended edition was released March 1st, 2014. 

For more information visit:

https://www.serein.co.uk/releases/brambles-charcoal-special-edition",https://soundcloud.com/serein/to-speak-of-solitude,10422.0,2021-10-15T00:49:41Z,https://i1.sndcdn.com/artworks-000351225852-yjjf4l-large.jpg,2012-09-13T10:32:06Z,single-track,track
Jacob David - Intet Forbi,218705703,Piano,,"From the album '' Jacob David - omkuld '' released by Moderna Records.

Listen/buy/download : 
Bandcamp : https://modernarecords.bandcamp.com/album/omkuld
Spotify : https://open.spotify.com/album/6akvgxd9939Fa5T9ftV0YY
itunes : https://itunes.apple.com/au/album/omkuld/id1046073355

Jacob David - Intet Forbi 

composed by Jacob David

piano : Jacob David

violins & tenor violin : Kristian Jørgensen

cello : Line Felding

mixed & mastered by Morten Bue ",https://soundcloud.com/modernarecords/jacob-david-intet-forbi-03,0.0,2021-06-26T12:26:33Z,https://i1.sndcdn.com/artworks-000127938427-ewphli-large.jpg,2015-08-11T04:47:22Z,single-track,track
Tambour - The Nude And The Quiet,213551043,modern classical ,,"Tambour - Chapitre I | mr002

Listen/Buy/Download:
Bandcamp : https://modernarecords.bandcamp.com/album/chapitre-i
Spotify : https://open.spotify.com/album/1T9ZEbw8xXTWjBz5z0440N
itunes : https://itunes.apple.com/au/album/chapitre-i-ep/id1050834587
BUY / 12"" VINYL : https://modernarecords.bandcamp.com/album/chapitres-vinyl-edition

.: The Nude And The Quiet :.
Composed and produced by Simon P. Castonguay

Recorded by Benoît Parent
Mixed by Pierre Duchesne
Mastering by Pierre Duchesne

Piano/Tonal percussions - Simon P. Castonguay
Violon I - Rose Frappier
Violon II - Audrée Leduc
Alto - Mélanie Venditti
Cello - Eugénie Lalonde",https://soundcloud.com/modernarecords/tambour-the-nude-and-the-quiet,0.0,2021-09-12T21:15:10Z,https://i1.sndcdn.com/artworks-000122434013-w7jpgf-large.jpg,2015-07-06T22:08:04Z,single-track,track
Ben Lukas Boysen - Sleepers Beat Theme (Late Night Tales: Jon Hopkins),189274588,Ben Lukas Boysen,,"""I encountered this on the soundtrack to a short film I contributed music to about the Trans-Siberian Express, called Sleepers’ Beat, which was directed by a fantastic Russian filmmaker called Anastasia Kirillova. I thought it was such a calming and sensitive piece, and one that sounded to me like the beginning of something."" - Jon Hopkins

iTunes: hyperurl.co/JHITUNES
Late Night Tales Webshop: goo.gl/HyYIZ
Late Night Tales iTunes room: itunes.com/nighttimestories 
Listen to Late Night Tales releases on Spotify: goo.gl/Q98T7d

Follow Late Night Tales:

Web: http://latenighttales.co.uk
Facebook: http://www.facebook.com/latenighttales1
Twitter: http://twitter.com/LateNightTales
SoundCloud: http://soundcloud.com/latenighttales
YouTube: http://youtube.com/latenighttalestv
Instagram: http://instagram.com/latenighttalesofficial
Spotify: http://goo.gl/Q98T7d
Apple Music: https://music.apple.com/us/curator/late-night-tales/1233898093
Bandcamp: https://latenighttales.bandcamp.com/",https://soundcloud.com/latenighttales/ben-lukas-boysen-sleepers-beat-theme-1,0.0,2021-06-20T19:29:04Z,https://i1.sndcdn.com/artworks-000105479785-jepf0j-large.jpg,2015-02-03T13:59:30Z,single-track,track
The Beauty Of Dreaming,130646761,Contemporary,,"I dedicate my first track in 2014 to my old friend Thorsten, who became a father yesterday for the first time. I also dedicate this song to all dreamers out there- keep on dreaming;-) 
Hope you enjoy, take care 

Love and Peace

PessoaZ 

Like me on Facebook: https://www.facebook.com/pessoaz
Follow me on twitter:    http://twitter.com/PessoaZ1",https://soundcloud.com/pessoa1972/the-beauty-of-dreaming,0.0,2021-03-25T14:40:39Z,https://i1.sndcdn.com/artworks-000068600072-e09mub-large.jpg,2014-01-21T16:11:06Z,single-track,track
Escapism,48172480,Ambient Piano,,,https://soundcloud.com/juliagjertsen/1-escapism,0.0,2021-01-21T07:38:17Z,https://i1.sndcdn.com/artworks-Z72c08u1wpKzq0F3-F0GGWg-large.jpg,2012-05-31T14:56:30Z,single-track,track
Firestarter,248213888,Cinematic,,,https://soundcloud.com/mindthings/firestarter,0.0,2021-06-22T10:29:35Z,https://i1.sndcdn.com/artworks-000148077293-ay0obf-large.jpg,2016-02-21T20:33:40Z,single-track,track
Tea Leaves At The Botton Of A Cup,184149449,Bruno Sanfilippo,,"'INSIDE LIFE' CD & Digital available > https://ampl.ink/vPY63
Cello: Julián Kancepolski
Analog Mastered by Ian Hawgood · Tokio
Artwork & layout CD by Andy Ruggia · Buenos Aires
""Inside Life immerses the listener into magnificently expressive modern classical realms, tranquilly minimal, yet exquisitely nuanced, abundantly poignant and delicately filigree, where stirringly pensive sadness is masterfully counterpointed with hauntingly embracing stillness, while intensely evocative ambient subtleties are deliberately permeated by yearning haze. A truly fabulous bravura performance by Bruno Sanfilippo and his guests!""  
Bruno is an Argentinian classically trained musician, producer, and composer based in Barcelona who writes for strings, piano, and electronics.  In 1998 he started as a producer for ad21, a personal platform and label. His Piano Textures series, started in 2007, is one of Sanfilippo’s most representative set of recordings, but he has also gained wider recognition in modern music – one of his piano compositions formed the basis for Canadian rapper Drake’s seminal hit, ‘Started From The Bottom’.
www.bruno-sanfilippo.com",https://soundcloud.com/bruno_sanfilippo/tea-leaves-at-the-botton-of-a-cup,491.0,2021-09-16T14:34:49Z,https://i1.sndcdn.com/artworks-000102044544-aenebr-large.jpg,2015-01-02T13:42:00Z,single-track,track
Dreams,227241119,Neo-Classical,,,https://soundcloud.com/sten-erland-hermundstad/dreams-free-download-1,7059.0,2021-10-20T17:03:37Z,https://i1.sndcdn.com/artworks-000131922611-rbnhgk-large.jpg,2015-10-06T22:50:29Z,single-track,track
Shifting,249707171,felt piano,,,https://soundcloud.com/michaelmcdonald/shifting,0.0,2021-09-23T06:27:55Z,https://i1.sndcdn.com/artworks-000149263737-6mtfue-large.jpg,2016-03-01T20:13:33Z,single-track,track
A Cerulean State -  In that very moment,251367087,Modern Classical,,"Hope you'll enjoy!
Please 'Repost' if you deem it worthy!
Spotify: open.spotify.com/artist/3zZFuygq2bubBNoZkpArom
Free Wav/mp3/flac/Ogg/etc: https://aceruleanstate.bandcamp.com/album/singles-2016
Facebook: https://www.facebook.com/aCeruleanState
Twitter: https://twitter.com/aCeruleanState
Sheet music (PDF, MIDI,etc): https://musescore.com/user/5451701
Youtube: www.youtube.com/user/aCeruleanStateMusic

Artwork: http://www.pixiv.net/member_illust.php?mode=medium&illust_id=32467736",https://soundcloud.com/aceruleanstate/in-that-very-moment,1613.0,2021-07-27T16:38:04Z,https://i1.sndcdn.com/artworks-000150524076-7uhkkh-large.jpg,2016-03-11T16:58:10Z,single-track,track
Making All Things New (Waterman/Espe) - Recorded by Aaron Espe,175674014,indie rock,,,https://soundcloud.com/dougwaterman/making-all-things-new-waterman,0.0,2021-10-19T14:29:41Z,https://i1.sndcdn.com/artworks-000046345510-6qi96p-large.jpg,2014-11-06T19:43:33Z,single-track,track
